,product,unit,kelembaban,tekanan,waktu,suhu,T-Squared,keterangan,D1,D2,D3,D4,Variabel Berpengaruh
35,GAA36,GITAR_AKUSTIK_0-12_FRET,0.066,25.92,19.81,150.09,4.600917097152907,In Control,0.0005028332457879259,2.5471538536174676,1.8849199934163838,0.11600767479801011,Tekanan
36,GAA37,GITAR_AKUSTIK_0-12_FRET,0.062,24.59,20.76,149.29,17.541913043852247,In Control,12.172064758064163,4.499866886051549,0.037689590620594515,11.937609344740347,Kelembaban
37,GAA38,GITAR_AKUSTIK_0-12_FRET,0.063,26.33,20.0,150.44,7.194750312946062,In Control,0.6057882124466731,3.9181094430192607,2.3413552311113524,0.4539139706547175,Tekanan
38,GAA39,GITAR_AKUSTIK_0-12_FRET,0.065,25.03,20.92,151.16,2.9784809992809906,In Control,0.8701789817894703,0.3865654501008535,0.6528998286284757,1.831836093392528,Suhu
39,GAA40,GITAR_AKUSTIK_0-12_FRET,0.061,25.26,19.91,149.69,15.221412622522617,In Control,13.213516990846667,0.562886200556953,3.662729546134795,8.264771311782496,Kelembaban
40,GAA41,GITAR_AKUSTIK_0-12_FRET,0.069,24.94,20.42,151.14,9.694536597287126,In Control,7.385981287498213,0.009793689620517299,0.16097296430054087,7.499266992306934,Suhu
41,GAA42,GITAR_AKUSTIK_0-12_FRET,0.061,24.48,20.96,150.2,12.379912302770183,In Control,8.065511528301116,6.492401348539551,0.13183079221843208,3.883583509167,Kelembaban
42,GAA43,GITAR_AKUSTIK_0-12_FRET,0.068,25.18,19.92,150.32,2.2834317379948614,In Control,0.9400805564183563,0.08311526451834483,0.6046896141155742,0.6280564239673492,Kelembaban
43,GAA44,GITAR_AKUSTIK_0-12_FRET,0.063,24.45,20.72,150.09,7.780778104509084,In Control,4.227514221642815,5.081355709549923,0.0369007413158311,2.1984168878544113,Tekanan
44,GAA45,GITAR_AKUSTIK_0-12_FRET,0.064,24.92,21.31,149.33,11.201860395603779,In Control,3.0163367842748467,1.1463318448655446,2.912374720920372,7.606206111967744,Suhu
45,GAA46,GITAR_AKUSTIK_0-12_FRET,0.068,24.67,20.34,151.08,7.061762567899823,In Control,3.414669528033511,0.7566487149053938,0.006557608844556029,5.216790521575682,Suhu
46,GAA47,GITAR_AKUSTIK_0-12_FRET,0.063,25.23,21.29,151.53,4.371334260299809,In Control,0.46486121851726114,0.29510042176722884,1.494074932190245,1.9015158393835039,Suhu
47,GAA48,GITAR_AKUSTIK_0-12_FRET,0.067,26.07,20.42,151.07,8.444012481757303,In Control,5.375880343987756,4.293852039246476,1.5866192802249657e-05,3.6822894222924196,Kelembaban
48,GAA49,GITAR_AKUSTIK_0-12_FRET,0.064,24.61,20.14,151.14,5.162786552640279,In Control,0.21067533155909857,2.8421653791009005,1.0688532720434187,1.1364827970288403,Tekanan
49,GAA50,GITAR_AKUSTIK_0-12_FRET,0.07,25.79,21.07,150.49,14.156475204622653,In Control,12.12316177656259,3.7188341475220135,4.0445823749622605,2.826564920994551,Kelembaban
50,GAA51,GITAR_AKUSTIK_0-12_FRET,0.062,24.79,20.96,149.63,11.865534482204453,In Control,7.7709672173867705,2.842085209896961,0.33529712831414393,7.769689204191616,Kelembaban
51,GAA52,GITAR_AKUSTIK_0-12_FRET,0.069,25.54,21.43,150.04,10.972768142959284,In Control,5.901291610547811,1.38018372877176,7.256434914100993,0.14397657831927013,Waktu
52,GAA53,GITAR_AKUSTIK_0-12_FRET,0.067,24.87,21.29,150.68,6.161082432154282,In Control,2.456755049242281,0.42877286631728406,4.06906721481459,1.0263997733100076,Waktu
53,GAA54,GITAR_AKUSTIK_0-12_FRET,0.062,25.18,21.43,151.38,4.304098507131224,In Control,1.7359254478321873e-08,0.7005977698859911,1.9013660540400985,0.5116566324615412,Waktu
54,GAA55,GITAR_AKUSTIK_0-12_FRET,0.069,24.96,20.07,150.71,5.5589318143912445,In Control,3.831815329063294,0.0012722172647352537,0.09827244213909125,3.637646108530501,Kelembaban
55,GAB01,GITAR_AKUSTIK_00-12_FRET,0.067,24.66,19.94,150.19,2.3510275770205618,In Control,0.009375606455380936,1.0939460287814364,0.7341997716877906,0.03321274459531898,Tekanan
56,GAB02,GITAR_AKUSTIK_00-12_FRET,0.067,25.22,19.93,150.06,1.3088267378580452,In Control,0.015794904399069276,0.04090732554009047,0.8048925433309709,0.0061497505248269135,Waktu
57,GAB03,GITAR_AKUSTIK_00-12_FRET,0.064,24.7,21.26,150.62,4.56835683975968,In Control,0.09141218089549952,2.411364650236635,2.1381031662292163,0.016709075748797098,Tekanan
58,GAB04,GITAR_AKUSTIK_00-12_FRET,0.063,25.95,20.63,150.38,2.5034518656117855,In Control,0.4897126205005904,1.1999358671683056,0.016162407570401438,0.7659300813415333,Tekanan
59,GAB05,GITAR_AKUSTIK_00-12_FRET,0.06,25.08,20.68,150.89,6.092033679264581,In Control,5.245222705520105,1.86362959020106,0.2824672601721163,0.7591922111347831,Kelembaban
